ID,Feed,Sentiment
1706,يا رب يكرمنا باولادنا انا دائما بشجع ابني ان يكون كالجبل الذي لا تهزه الرياح العاتيه,Positive
1707,يا ربي شو هالولد الله مجنون مبيستحييش متاكدين انو مغربي,Negative
1708,يا ربي هذا مستحيل يكون كائن بشري,Negative
1709,يا ريت لو يعملوا دورات قبل الزواج,Positive
1710,يا ريتك ما كبرت,Negative
1711,يا سلام على الوفاء اللي اتفقد في عصرنا ويا حسرتاه على الحب الذي بات مجرد كلمات,Positive
1712,يا سلام ما احلى ان يواسي المسلم اخاه هذه هي اخلاق الاسلام ,Positive
1713,يا سيدي هدول عاهات ولله يعني فيك تسحب عليهم قرض من البنك كونهم عاهات,Negative
1714,يا طيب صباحك كل خيرات,Positive
1715,يا طيبه الخير جينا يا طيبه بالروح افتدينا,Positive
1716,يا ظالم الك يومك,Negative
1717,يا عطاء يامنان يا اكرم الاكرمين,Positive
1718,يا عني علي ذكرك شكرك حسن عبادتك,Positive
1719,يا غبي كوادر الاخوان المسلمين في كل بقعه من هالارض,Negative
1720,يا فضيحتك يا لبنان بهيك عالم اما هيدا سكت اني ولك دخيل الله خليك ساكت,Negative
1721,يا لطيف الله يلطف فينا يصلحنا ظاهر باطن,Positive
1722,يا لله ارحم احبتي و شافيهم وعافيهم واعف عنهم,Positive
1723,يا مصلح القلوب اصلح احوالنا يا مسهـل يا رب,Positive
1724,يا مقلب القلوب ثبت قلوبنا على الاسلام,Positive
1725,يا مقلب القلوب والابصار ثبت قلبى على دينك,Positive
1726,يا من يرزق النعاب في عشّه هيّء لنا مقادير,Positive
1727,يا هيك الاكل يا بلا لش الحكي,Positive
1728,ياجماعه يقولون بشار الاسد مات,Negative
1729,ياخساره العروبه فيك,Negative
1730,ياخي برنامج سامج ساذج,Negative
1731,يارب اجعلنى من الصالحين,Positive
1732,يارب اجمع امتك علي دينك يارب وشت اعداء الدين,Positive
1733,يارب احمينا من شرور انفسنا وسىئات اعمالنا,Positive
1734,يارب اخرجنا من ذل المعصيه الي عز الطاعه,Positive
1735,يارب ارزق العزيمه لاتخاذ القرار ويا رب اخلفنا خيرا منه,Positive
1736,يارب اعنا علي ترك المعاصي ماحيينا,Positive
1737,يارب اعيني علي دكرك وشكرك وحسن عبادتك,Positive
1738,يارب اغفر لي ذنبي وارزقني حبك هو ربنا ممكن يكره حد لو فضل يكرر ذنبه بعد الاستغفار,Positive
1739,يارب انت المستعان فاعنا واهدنا يارب الكون اجمع استجب,Positive
1740,يارب اهدنا وقوى عزيمتا الى ما تحب وترضى,Positive
1741,يارب اهدي بنات وشباب المسلمين الي ما يرضيك عنهم وكفيهم شر فتن الدنيا والاخره,Positive
1742,يارب تهدينا الي الصراط المستقيم يارب تقبل منا,Positive
1743,يارب توب علينا وساعدنا نتوب وبصرنا بعيوبنا لان ساعات كتير بننسه,Positive
1744,يارب ثبتنا بعد اخذ القرار لان هو ده الاهم الاصعب,Positive
1745,يارب دعوناك فستجب لنا وحقق لنا ماهو اصلح وافضل لنا,Positive
1746,يارب ساعدني وقويني وساعدني اخد حبيبي,Positive
1747,يارب طهر قلوبنا يارب اهدينا للصواب,Positive
1748,يارب عوضنا خير مما اخذ منا,Positive
1749,يارب قربني اليك واقترب لي اكثر,Positive
1750,يارب كرهنى وابعدنى فيما يغضبك,Positive
1751,يارب ناخذ القرار الصح,Positive
1752,يارب وانت ادعيلي,Positive
1753,يارب يتقبل منا والله العقل مو فاضي والقلب مكسور,Positive
1754,يارب يقدرنا على ادخال المياه النظيفه لكل بيت محتاجه المياه,Positive
1755,يارب يقوينا جميعا على طاعته وحسن عبادته,Positive
1756,ياريت حدا عم يواسي السوريين بغربتهن للاسف باب رزق جديد للعرب,Positive
1757,يازم والله ماعندكم غير الكذب ع الناس,Negative
1758,"يالا من هون كس امك انت و هو، بلاش قرف و وساخه",Negative
1759,يالله ما اروع هائولاء الناس,Positive
1760,ياي ما ازكى هذا الاكل,Positive
1761,يتسابقون الى جهنم و باس المصير,Negative
1762,يجب دائما ان نعتني بالورود لكي تكبر,Positive
1763,يجب على الحكومه العوده بالتوقيت الى الساعه الثالثه,Negative
1764,يجب على المسلم ان يواسى اخوه فى الاسلام,Positive
1765,يجب على كل مسلم الاعتزاز بدينه في جميع الامور صغيرها كبيرها,Positive
1766,يجب وضع كل من تسول له نفسه مجرد ان يعمل اي تصرف لا يليق بالاردن ان يسجن يسجن شىء مخزي شويه همل زعران يخربوا الجامعات سمعه البلد,Negative
1767,يجيز ارضاع شرق اسيا كلها لكن قياده المراه للسياره فسق وفجور,Negative
1768,يخرب الدلع,Negative
1769,يخرب بيتك ما ازنخك,Negative
1770,يخسو الشيعه الخنزير,Negative
1771,يرزق من يشاء بغير حساب,Positive
1772,يسعد صباحك بذكر الرحمن,Positive
1773,يشبه رغد مجنونه هيافاء,Negative
1774,يشم الطيب ويتعطر يا دكتور,Positive
1775,يضحكون م شاففوا انفسهم لو قلنا غنوا جابوا الععيد فالحين بس في الظرافهه الشيبان,Negative
1776,يع بتقرف انت وسخ يع شوهاي الوساخه,Negative
1777,يع حاسه حالي بدي استفرغ,Negative
1778,يعتبر الترمس من المصادر الطبيعيه لفتح الشهيه وتقويه الاجسام الهزيله؛ لانه غني بالكالسيوم والفوسفور. ,Positive
1779,يعطيك العافيه,Positive
1780,يعني الواحد بغلط غلطه بالجامعه بدون ما ياثر عحدا غير حاله بروحوا بمنعوه يدخل كل جامعات الاردن,Negative
1781,يعني بكل وضوح بدكوا تذلوا الشعب الاردني تخلوه كل شهور يصف طابور عشان يوخدلوا اكمن ليره,Negative
1782,يعني دوله اللي  من وين جاي كيف وصل عشان تشوفه لجنه التحكيم مبين عليه مجنون مش شايف اشي قدامه,Negative
1783,"يعني كل جامعات الاردن عندهم نظام، و احنا عنا خرا",Negative
1784,يعني لو عايزين يبعوه بلغوني من القرف هاض يع يع يع,Negative
1785,يعني ما اختار الا الاغنيــه اللي اغلب احرفها الحرف اللي يقرط فيه,Negative
1786,يعني هيك برامج بتبين للناس وين صرنا كم صارت نسبه التخلف بين شباب امتنا,Negative
1787,يعني يجبون كم واحد يعطونهم فلوس ويجون يستهبلوا عندهم عشان يحركون البرنامج,Negative
1788,يلعن ابو التخلف والغباء والبياخه,Negative
1789,يلعن ابو التفاهه,Negative
1790,يلعن ابو الي ما بستحي,Negative
1791,يلعن ابو هل الاشكال بس,Negative
1792,يلعن اخت المياعه والبياخه,Negative
1793,يلعن الساعه الي بشرت فيك,Negative
1794,يلعن ام الازعاج,Negative
1795,يلعن ام السخافه,Negative
1796,يلعن شرف خواتك,Negative
1797,يلعنك نذل وكلب,Negative
1798,يمتاز الاردن بتنوع السياحه فيه فتنقسم السياحه الى  سياحه علاجيه   سياحه دينيه   سياحه معارض   سياحه اثار,Positive
